"","Address","Title","元.月","坪數","現況","押金","最短租期","樓層","型態","開伙","養寵物","可遷入日","車位","管理費","身份要求","社區","格局","法定用途","車位種類","車位類型","朝向","性別要求","隔間材料","權狀坪數","格局.1"
"100","台北市中山區中山北路二段","MRT/民權西路~優質社區~生活機能便","80000","32.48坪","整層住家","二個月","一年","3F/14F","電梯大樓","可以","不可以","隨時","平面式停車位，費用另計","5192元/月","學生、上班族、家庭",NA,"3房2廳2衛4陽台","依使用執照",NA,NA,NA,NA,NA,"47.02坪",NA
"101","台北市中山區中山北路二段","近民權西路站*質感裝潢2+1房-8011","85000","33.57坪","整層住家","二個月","一年","8F/14F","電梯大樓","可以","不可以","隨時","機械式停車位，費用另計","4743元/月","學生、上班族、家庭","*****","3房2廳2衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"102","台北市中山區中山北路二段","雙連MRT．崗石管理大樓3房．豪宅公設","130000","69.7坪","整層住家","二個月","一年","9F/14F","電梯大樓","可以","不可以","隨時","平面式停車位，已含租金內","14238元/月","學生、上班族、家庭","飯店式管理泳池豪邸","3房2廳3衛2陽台","商業用",NA,NA,NA,NA,NA,"69.7坪",NA
"103","台北市中山區中山北路二段","※<U+30A2><U+30D1><U+30DE><U+30F3><U+30B7><U+30E7><U+30C3><U+30D7>※日,外商奢華豪宅","165000","46.63坪","整層住家","二個月","一年","9F/14F","電梯大樓","可以","不可以","隨時","無","--","學生、上班族、家庭","依現場社區","3房2廳2衛2陽台","商業用",NA,NA,NA,NA,NA,NA,NA
"104","台北市中山區中山北路二段","※日商和太不動產<U+30FB><U+30A2><U+30D1><U+30DE><U+30F3><U+30B7><U+30E7><U+30C3><U+30D7>※","12800","6坪","分租套房","二個月","一年","4F/5F","公寓","可以","不可以","隨時","無",NA,"學生、上班族、家庭",NA,NA,"住家用",NA,NA,NA,"男女生皆可","水泥磚牆",NA,NA
"105","台北市中山區中山北路一段","MRT/中山~優質社區~生活機能便","100000","55.64坪","整層住家","二個月","一年","11F/14F","電梯大樓","可以","可以","隨時","平面式停車位，已含租金內","14033元/月","上班族、家庭",NA,"3房2廳3衛2陽台","依使用執照",NA,NA,NA,NA,NA,"79.64坪",NA
"106","台北市中山區敬業一路","MRT/劍南路~優質採光~舒適裝潢","99999","41.82坪","整層住家","二個月","一年","8F/11F","電梯大樓","可以","可以","隨時","平面式停車位，已含租金內","6310元/月","上班族、家庭",NA,"3房2廳2衛2陽台","依使用執照",NA,NA,NA,NA,NA,"58.16坪",NA
"107","台北市大安區通安街","MRT/信義安和~高樓採光佳~生活機能便","49800","11.3坪","整層住家","二個月","一年","9F/9F","電梯大樓","可以","不可以","隨時","機械式停車位，費用另計","3896元/月","上班族、家庭",NA,"2房1廳1衛1陽台","依使用執照",NA,NA,NA,NA,NA,"19.47坪",NA
"108","台北市中山區民生東路一段","【近捷運.空間大.有電梯.採光通風佳】","19800","13.8坪","獨立套房","面議","一年","9F/11F","電梯大樓","可以","不可以","隨時","無","1242元/月","學生、上班族、家庭","依現場社區名稱",NA,"詳見使用執照",NA,NA,NA,"男女生皆可",NA,NA,NA
"109","台北市中山區民生東路一段","高樓1房1廳捷運房/大採光附網路第4臺","19800","13.8坪","整層住家","二個月","一年","9F/11F","電梯大樓","可以","可以","隨時","無","1250元/月","學生、上班族、家庭",".","1房1廳1衛0陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"110","台北市中山區民生東路一段","民生雙連捷運套房，自租","20000","12坪","獨立套房","二個月","一年","10F/12F","電梯大樓","不可以","不可以","隨時","無","730元/月","上班族、家庭",NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"111","台北市士林區忠誠路一段16巷","天母第一社區整層兩房一廳兩衛短租/英文可","37000","22坪","整層住家","面議","1月","1F/3F","別墅","可以","不可以","隨時","無","--","學生、上班族、家庭","第一社區","2房1廳2衛0陽台",NA,NA,NA,NA,NA,NA,NA,NA
"112","台北市文山區光輝路71巷5弄3號","獨立套房出租","8100","7.5坪","獨立套房","二個月","一年","5F/5F","公寓","不可以","不可以","隨時","無","--","學生、上班族",NA,NA,NA,NA,NA,"坐南朝北","男女生皆可",NA,NA,NA
"113","台北市大同區萬全街40巷4號","公寓雅房出租","5500","5坪","雅房","一個月","一年","6F/6F","公寓","不可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"114","台北市中山區雙城街","【裝潢新.近捷運.獨立陽台.電梯大樓】","32000","21.15坪","整層住家","面議","一年","5F/11F","電梯大樓","可以","可以","隨時","平面式停車位，費用另計","--","學生、上班族、家庭","依現場社區名稱","1房1廳1衛1陽台","詳見使用執照",NA,NA,NA,NA,NA,NA,NA
"115","台北市中山區雙城街","※<U+30A2><U+30D1><U+30DE><U+30F3><U+30B7><U+30E7><U+30C3><U+30D7>※無印風.舒適的家","88546","38坪","整層住家","二個月","一年","10F/13F","電梯大樓","可以","不可以","隨時","無","--","上班族、家庭","依現場住家","2房1廳2衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"116","台北市士林區天母北路28巷","優質管理9年新廈","35000","21.62坪","整層住家","二個月","一年","2F/9F","電梯大樓","可以","不可以","隨時","無","3240元/月","學生、上班族、家庭",NA,"2房2廳2衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"117","台北市士林區中山北路七段114巷","<f0><U+009F><U+0092><U+0096>天母七段景觀別墅~信任房屋蘇金龍","160000","74.83坪","其他","二個月","一年","整棟/2F","別墅","可以","可以","隨時","無","無","學生、上班族、家庭",NA,"6房3廳3衛0陽台","住家用",NA,NA,"坐東朝西",NA,NA,"74.83坪",NA
"118","台北市松山區民族東路740號","松山機場豪華經濟套房捷運中山國中民族東路","11500","8.5坪","獨立套房","一個月","一年","4F/5F","公寓","可以","不可以","隨時","無","--","學生、上班族、家庭",NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"119","台北市文山區萬壽路","政大附中資優生套房，自租","15000","14坪","獨立套房","二個月","一年","2F/5F","電梯大樓","可以","不可以","隨時","機械式停車位，費用另計","721元/月","學生、上班族、家庭","資優生","有陽臺",NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"120","台北市文山區萬壽路","獨立景觀套房","9000","7坪","獨立套房","二個月","一年","1F/5F","電梯大樓","不可以","不可以","隨時","機械式停車位，費用另計","--","學生、上班族","葉綠素",NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"121","台北市大同區重慶北路三段126號","重慶北路，大橋頭捷運站6分鐘!","13500","7坪","分租套房","二個月","一年","2F/3F","透天厝","可以","不可以","隨時","無",NA,"學生、上班族、家庭",NA,"有陽臺",NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"122","台北市松山區八德路三段12巷","近東區台視。育達。台北體院交通方便．安靜","4000","4坪","雅房","二個月","一年","2F/4F","公寓","可以","不可以","隨時","無",NA,"學生",NA,"開放式格局",NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"123","台北市松山區八德路三段12巷","雙敦學區捷運忠孝透天洋房","52000","43.6坪","整層住家","二個月","一年","整棟/3F","透天厝","可以","可以","隨時","無","--","上班族、家庭",NA,"5房3廳4衛3陽台","住家用",NA,NA,"坐北朝南",NA,NA,"29坪",NA
"124","台北市松山區八德路三段12巷","小巨蛋蛋電梯美套房(限女性)","14000","5坪","分租套房","二個月","一年","7F/7F","電梯大樓","不可以","不可以","隨時","無",NA,"學生、上班族、家庭",NA,NA,"住家用",NA,NA,NA,"女生",NA,"5坪",NA
"125","台北市中正區羅斯福路三段","台電大樓附近全新裝潢套房","10000","5坪","獨立套房","面議","一年","2F/5F","公寓","不可以","不可以","隨時","無","--","學生、上班族",NA,"開放式格局",NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"126","台北市中正區羅斯福路三段","全新精裝高樓景觀四房~近台大、師大","139000","70.34坪","整層住家","二個月","一年","19F/19F","電梯大樓","可以","不可以","隨時","平面式停車位，費用另計","8222元/月","上班族、家庭","台大OPUSONE","4房2廳3衛2陽台","住家用",NA,NA,"坐西南朝東北",NA,NA,"70.34坪",NA
"127","台北市中正區羅斯福路三段","台大OPUS　ＯＮＥ大樓","146500","68坪","整層住家","二個月","一年","19F/19F","電梯大樓","可以","不可以","隨時","平面式停車位，費用另計","--","學生、上班族、家庭","台大OPUSONE","4房2廳2衛0陽台","住家用",NA,NA,"坐西南朝東北",NA,NA,"68坪",NA
"128","台北市中正區同安街92巷","同安棧近紀州庵時尚全新套房","15000","5坪","整層住家","二個月","一年","1F/2F","透天厝","可以","可以","隨時","無","--","學生、上班族、家庭",NA,"1房0廳1衛0陽台",NA,NA,NA,"坐南朝北",NA,NA,NA,NA
"129","台北市內湖區民權東路六段280巷45弄55號","葫洲捷運16.8坪超大陽光屋套房","13800","16.8坪","獨立套房","二個月","一年","B1/7F","電梯大樓","不可以","不可以","隨時","無","--",NA,NA,"開放式格局",NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"130","台北市中正區銅山街","官巷-酒店式裝修公寓","28000","20坪","整層住家","56,000","一年","B1/4F","公寓","可以","不可以","隨時","無","無",NA,NA,"3房1廳1衛0陽台",NA,NA,NA,"坐北朝南",NA,NA,NA,NA
"131","台北市中山區松江路","高樓平面2房27坪大空間/電梯松江捷運旁","27800","27.14坪","整層住家","二個月","一年","9F/12F","電梯大樓","可以","可以","隨時","平面式停車位，費用另計","1650元/月","學生、上班族、家庭",".","2房2廳1衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"132","台北市中山區松江路","公寓雅房出租~~生活機能方便","7000","7坪","雅房","一個月","一年","3F/4F","公寓","可以","可以","隨時","無",NA,"學生、上班族、家庭",NA,NA,NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"133","台北市中山區松江路","可全新裝修交付/大2房或三房/南北彩光佳","49000","35.51坪","整層住家","二個月","一年","15F/15F","電梯大樓","可以","可以","隨時","平面式停車位，費用另計","2663元/月","學生、上班族、家庭",".","2房2廳1衛1陽台","商業用",NA,NA,NA,NA,NA,NA,NA
"134","台北市中山區松江路","捷運行天宮站~大四房景觀好宅","100000","62坪","整層住家","二個月","一年","6F/17F","電梯大樓","可以","不可以","2017-10-02","平面式停車位，已含租金內","--","上班族、家庭","東西匯","4房2廳2衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"135","台北市中山區松江路","(已收訂）行天宮站,30秒到家,屋新","19800","11坪","獨立套房","二個月","一年","12F/13F","電梯大樓","可以","不可以","隨時","無","1318元/月","學生、上班族、家庭",NA,"樓中樓",NA,NA,NA,"坐南朝北","男女生皆可",NA,NA,NA
"136","台北市萬華區桂林路","★全新裝潢★有對外窗★限女性★交通方便★","6500","7坪","雅房","二個月","一年","2F/3F","透天厝","不可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"女生",NA,NA,NA
"137","台北市中山區南京東路二段108號","新東京宅，電梯24小時管理,裝璜新","29000","13.72坪","獨立套房","二個月","一年","14F/18F","電梯大樓","可以","不可以","隨時","無","1646元/月",NA,"新東京宅",NA,"住家用",NA,NA,NA,"男女生皆可",NA,"13.72坪",NA
"138","台北市萬華區漢口街二段","紅樓正二房/西門-新屋樂","47000","31.02坪","整層住家","二個月","一年","11F/14F","電梯大樓","可以","可以","隨時","機械式停車位，費用另計","--","學生、上班族、家庭","近西門町中華路","2房2廳1衛1陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"139","台北市內湖區文德路","文德捷運店面","85000","55坪","整層住家","二個月","一年","1F/1F","公寓","可以","可以","隨時","無","1000元/月","學生、上班族、家庭","文德捷運店面","2房3廳2衛0陽台","商業用",NA,NA,"坐北朝南",NA,NA,"55坪",NA
"140","台北市士林區大南路107號","精美套房環境佳","13000","8坪","獨立套房","面議","一年","2F/4F","公寓","可以","可以","隨時","無","--",NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"141","台北市萬華區西園路二段322號","租好屋，新成屋，首選","25000","21.5坪","整層住家","一個月","一年","9F/12F","電梯大樓","可以","不可以","隨時","機械式停車位，已含租金內","--","學生、上班族、家庭","極真","1房1廳1衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"142","台北市萬華區西園路二段322號","愛車...就好好保護它","3000","6坪","車位","面議","一年",NA,NA,NA,NA,NA,NA,NA,NA,"極真",NA,NA,"室內地下","機械式",NA,NA,NA,NA,NA
"143","台北市大同區民生西路199號","雙捷市走路五分鐘即可到家，交通便利","48000","34.49坪","整層住家","二個月","一年","9F/12F","電梯大樓","可以","不可以","隨時","機械式停車位，已含租金內","--","學生、上班族、家庭","雙捷市","3房1廳2衛1陽台",NA,NA,NA,NA,NA,NA,NA,NA
"144","台北市信義區逸仙路42巷","國館旁安全電梯雅房限女（市府站走1分鐘）","10000","7坪","雅房","二個月","一年","5F/7F","華廈","可以","不可以","隨時","無",NA,NA,NA,NA,NA,NA,NA,NA,"男女生皆可",NA,NA,NA
"145","台北市信義區逸仙路42巷","101商圈精美雅房分租","10000","7坪","分租套房","二個月","一年","5F/7F","電梯大樓","可以","不可以","隨時","無",NA,"學生、上班族",NA,"開放式格局",NA,NA,NA,NA,"女生","水泥磚牆",NA,NA
"146","台北市文山區育英街","育英街17弄13號1樓","11000","11坪","獨立套房","二個月","一年","1F/4F","公寓","不可以","不可以","隨時","無","--","學生、上班族、家庭",NA,NA,NA,NA,NA,"坐北朝南","男女生皆可",NA,NA,NA
"147","台北市大安區羅斯福路三段49號","耕曦。機械車位。羅斯福路三段","4800","5坪","車位","二個月","一年",NA,NA,NA,NA,NA,NA,NA,NA,"耕曦",NA,NA,"立體塔式","機械式",NA,NA,NA,NA,NA
"148","台北市大安區敦化南路二段63巷","鑽石地段+名師低調設計+獨層獨戶隱密性高","130000","60坪","整層住家","二個月","一年","6F/9F","電梯大樓","可以","不可以","隨時","無","12000元/月","上班族、家庭","依社區名稱","2房2廳2衛1陽台","住家用",NA,NA,"坐南朝北",NA,NA,NA,NA
"149","台北市大安區敦化南路二段63巷","敦南全新明亮三房","95000","34坪","整層住家","二個月","一年","7F/7F","華廈","可以","不可以","隨時","無","--",NA,NA,"3房3廳3衛2陽台","住家用",NA,NA,NA,NA,NA,NA,NA
"150","台北市大安區安居街124巷4號","適合商辦及住家","28000","32坪","整層住家","二個月","一年","1F/3F","公寓","可以","可以","隨時","無","無","學生、上班族、家庭","適合商辦及住家","3房2廳1衛2陽台",NA,NA,NA,"坐北朝南",NA,NA,NA,NA
